"","Region","SurveyName","Species","Common","TrendCategory","Notes","Haul_Inc_Dec","Bio_Inc_Dec"
"1153","West Coast","West Coast Bottom Trawl Annual","Rathbunaster californicus","California sun star","Persistently Present",NA,NA,NA
"1154","West Coast","West Coast Bottom Trawl Annual","Rossia pacifica","Eastern pacific bobtail","Persistently Present",NA,NA,NA
"1155","West Coast","West Coast Bottom Trawl Annual","Sagenaster evermanni","Evermann's star","Persistently Present",NA,NA,NA
"1156","West Coast","West Coast Bottom Trawl Annual","Sebastes alutus","Pacific ocean perch","Persistently Present",NA,NA,NA
"1157","West Coast","West Coast Bottom Trawl Annual","Sebastes aurora","Aurora rockfish","Persistently Present",NA,NA,NA
"1158","West Coast","West Coast Bottom Trawl Annual","Sebastes babcocki","Redbanded rockfish","Persistently Present",NA,NA,NA
"1159","West Coast","West Coast Bottom Trawl Annual","Sebastes chlorostictus","Greenspotted rockfish","Persistently Present",NA,NA,NA
"1160","West Coast","West Coast Bottom Trawl Annual","Sebastes crameri","Darkblotched rockfish","Persistently Present",NA,NA,NA
"1161","West Coast","West Coast Bottom Trawl Annual","Sebastes diploproa","Splitnose rockfish","Persistently Present",NA,NA,NA
"1162","West Coast","West Coast Bottom Trawl Annual","Sebastes elongatus","Greenstriped rockfish","Persistently Present",NA,NA,NA
"1163","West Coast","West Coast Bottom Trawl Annual","Sebastes entomelas","Widow rockfish","Persistently Present",NA,NA,NA
"1164","West Coast","West Coast Bottom Trawl Annual","Sebastes flavidus","Yellowtail rockfish","Persistently Present",NA,"Decreasing",NA
"1165","West Coast","West Coast Bottom Trawl Annual","Sebastes goodei","Chilipepper rockfish","Persistently Present",NA,NA,NA
"1166","West Coast","West Coast Bottom Trawl Annual","Sebastes helvomaculatus","Rosethorn rockfish","Persistently Present",NA,NA,NA
"1167","West Coast","West Coast Bottom Trawl Annual","Sebastes jordani","Shortbelly rockfish","Persistently Present",NA,"Decreasing",NA
"1168","West Coast","West Coast Bottom Trawl Annual","Sebastes melanostictus and S. aleutianus","Blackspotted and rougheye rockfish","Persistently Present",NA,NA,NA
"1169","West Coast","West Coast Bottom Trawl Annual","Sebastes melanostomus","Blackgill rockfish","Persistently Present",NA,NA,NA
"1170","West Coast","West Coast Bottom Trawl Annual","Sebastes paucispinis","Bocaccio","Persistently Present",NA,NA,NA
"1171","West Coast","West Coast Bottom Trawl Annual","Sebastes pinniger","Canary rockfish","Persistently Present",NA,"Decreasing",NA
"1172","West Coast","West Coast Bottom Trawl Annual","Sebastes saxicola","Stripetail rockfish","Persistently Present",NA,NA,NA
"1173","West Coast","West Coast Bottom Trawl Annual","Sebastes semicinctus","Halfbanded rockfish","Persistently Present",NA,NA,NA
"1174","West Coast","West Coast Bottom Trawl Annual","Sebastes zacentrus","Sharpchin rockfish","Persistently Present",NA,NA,NA
"1175","West Coast","West Coast Bottom Trawl Annual","Sebastolobus alascanus","Shortspine thornyhead","Persistently Present",NA,NA,NA
"1176","West Coast","West Coast Bottom Trawl Annual","Sebastolobus altivelis","Longspine thornyhead","Persistently Present",NA,"Decreasing",NA
"1177","West Coast","West Coast Bottom Trawl Annual","Squalus suckleyi","Pacific spiny dogfish","Persistently Present",NA,NA,NA
"1178","West Coast","West Coast Bottom Trawl Annual","Strongylocentrotus fragilis","Fragile sea urchin","Sporadic - Primarily Present",NA,"Increasing","Increasing"
"1179","West Coast","West Coast Bottom Trawl Annual","Stylasterias forreri","Velcro star","Persistently Present",NA,NA,NA
"1180","West Coast","West Coast Bottom Trawl Annual","Tactostoma macropus","Longfin dragonfish","Persistently Present",NA,NA,NA
"1181","West Coast","West Coast Bottom Trawl Annual","Talismania bifurcata","Threadfin slickhead","Persistently Present",NA,NA,NA
"1182","West Coast","West Coast Bottom Trawl Annual","Tetronarce californica","Pacific electric ray","Persistently Present",NA,"Decreasing","Decreasing"
"1183","West Coast","West Coast Bottom Trawl Annual","Thaleichthys pacificus","Eulachon","Persistently Present",NA,NA,NA
"1184","West Coast","West Coast Bottom Trawl Annual","Thetys vagina","Virgin salpa","Persistently Present",NA,"Decreasing",NA
"1185","West Coast","West Coast Bottom Trawl Annual","Thrissacanthias penicillatus",NA,"Persistently Present",NA,"Decreasing",NA
"1186","West Coast","West Coast Bottom Trawl Annual","Tritonia tetraquetra","Large orange peel nudibranch","Persistently Present",NA,NA,NA
"1187","West Coast","West Coast Bottom Trawl Annual","Vampyroteuthis infernalis","Vampire squid","Persistently Present",NA,NA,NA
"1188","West Coast","West Coast Bottom Trawl Annual","Zalembius rosaceus","Pink seaperch","Persistently Present",NA,"Increasing","Increasing"
"1189","West Coast","West Coast Bottom Trawl Annual","Zaniolepis frenata","Shortspine combfish","Persistently Present",NA,NA,NA
"1190","West Coast","West Coast Bottom Trawl Annual","Zaniolepis latipinnis","Longspine combfish","Persistently Present",NA,"Decreasing","Decreasing"
"1191","West Coast","West Coast Bottom Trawl Triennial","Alosa sapidissima","American shad","Persistently Present",NA,NA,NA
"1192","West Coast","West Coast Bottom Trawl Triennial","Anoplopoma fimbria","Sablefish","Persistently Present",NA,"Increasing",NA
"1193","West Coast","West Coast Bottom Trawl Triennial","Apostichopus leukothele","White-knobbed sea cucumber","Potentially Emerging","Preliminary trend - under review","Increasing",NA
"1194","West Coast","West Coast Bottom Trawl Triennial","Apristurus brunneus","Brown catshark","Persistently Present",NA,"Increasing",NA
"1195","West Coast","West Coast Bottom Trawl Triennial","Argentina sialis","Pacific argentine","Potentially Emerging",NA,"Decreasing",NA
"1196","West Coast","West Coast Bottom Trawl Triennial","Atheresthes stomias","Arrowtooth flounder","Persistently Present",NA,"Increasing","Increasing"
"1197","West Coast","West Coast Bottom Trawl Triennial","Bathyraja spp.","Skate complex","Persistently Present",NA,"Increasing",NA
"1198","West Coast","West Coast Bottom Trawl Triennial","Beringraja binoculata","Big skate","Persistently Present",NA,"Increasing",NA
"1199","West Coast","West Coast Bottom Trawl Triennial","Beringraja inornata","California skate","Persistently Present","Preliminary trend - under review","Increasing",NA
"1200","West Coast","West Coast Bottom Trawl Triennial","Beringraja rhina","Longnose skate","Persistently Present",NA,"Increasing",NA
"1201","West Coast","West Coast Bottom Trawl Triennial","Brisaster latifrons","Northern heart urchin","Sporadic - Primarily Absent",NA,"Increasing",NA
"1202","West Coast","West Coast Bottom Trawl Triennial","Chilara taylori","Spotted cusk-eel","Persistently Present",NA,"Decreasing",NA
"1203","West Coast","West Coast Bottom Trawl Triennial","Citharichthys sordidus","Pacific sanddab","Persistently Present",NA,NA,NA
"1204","West Coast","West Coast Bottom Trawl Triennial","Clupea pallasii","Pacific herring","Persistently Present",NA,"Decreasing",NA
"1205","West Coast","West Coast Bottom Trawl Triennial","Doryteuthis opalescens","California market squid","Persistently Present",NA,NA,NA
"1206","West Coast","West Coast Bottom Trawl Triennial","Echidnocerus foraminatus","Brown box crab","Persistently Present",NA,NA,NA
"1207","West Coast","West Coast Bottom Trawl Triennial","Eopsetta jordani","Petrale sole","Persistently Present",NA,"Increasing",NA
"1208","West Coast","West Coast Bottom Trawl Triennial","Gadus chalcogrammus","Walleye pollock","Persistently Present",NA,NA,NA
"1209","West Coast","West Coast Bottom Trawl Triennial","Gadus macrocephalus","Pacific cod","Persistently Present",NA,"Increasing",NA
"1210","West Coast","West Coast Bottom Trawl Triennial","Genyonemus lineatus","White croaker","Persistently Present",NA,"Decreasing",NA
"1211","West Coast","West Coast Bottom Trawl Triennial","Glyptocephalus zachirus","Rex sole","Persistently Present",NA,NA,"Increasing"
"1212","West Coast","West Coast Bottom Trawl Triennial","Gorgonocephalus eucnemis","Basket star","Persistently Present",NA,NA,NA
"1213","West Coast","West Coast Bottom Trawl Triennial","Hippasteria phrygiana","Arctic cushion star","Potentially Emerging","Preliminary trend - under review","Increasing",NA
"1214","West Coast","West Coast Bottom Trawl Triennial","Hippoglossoides elassodon","Flathead sole","Persistently Present",NA,"Increasing",NA
"1215","West Coast","West Coast Bottom Trawl Triennial","Hippoglossus stenolepis","Pacific halibut","Persistently Present",NA,"Decreasing",NA
"1216","West Coast","West Coast Bottom Trawl Triennial","Hydrolagus colliei","Spotted ratfish","Persistently Present",NA,"Increasing",NA
"1217","West Coast","West Coast Bottom Trawl Triennial","Icelinus filamentosus","Threadfin sculpin","Persistently Present",NA,NA,NA
"1218","West Coast","West Coast Bottom Trawl Triennial","Lepidopsetta sp.","Rock soles","Persistently Present",NA,NA,NA
"1219","West Coast","West Coast Bottom Trawl Triennial","Liponema brevicorne","Tentacle shedding anemone","Potentially Emerging","Preliminary trend - under review","Increasing","Increasing"
"1220","West Coast","West Coast Bottom Trawl Triennial","Luidia foliolata","Gray sand star","Potentially Emerging",NA,"Increasing",NA
"1221","West Coast","West Coast Bottom Trawl Triennial","Lycodes cortezianus","Bigfin eelpout","Persistently Present",NA,"Increasing",NA
"1222","West Coast","West Coast Bottom Trawl Triennial","Lycodes diapterus","Black eelpout","Persistently Present",NA,NA,NA
"1223","West Coast","West Coast Bottom Trawl Triennial","Lycodes pacificus","Blackbelly eelpout","Persistently Present","Preliminary trend - under review",NA,NA
"1224","West Coast","West Coast Bottom Trawl Triennial","Lyopsetta exilis","Slender sole","Persistently Present",NA,"Increasing",NA
"1225","West Coast","West Coast Bottom Trawl Triennial","Mediaster aequalis","Vermillion star","Potentially Emerging","Preliminary trend - under review",NA,NA
"1226","West Coast","West Coast Bottom Trawl Triennial","Merluccius productus","Pacific hake","Persistently Present",NA,NA,NA
"1227","West Coast","West Coast Bottom Trawl Triennial","Metacarcinus magister","Dungeness crab","Persistently Present",NA,"Increasing",NA
"1228","West Coast","West Coast Bottom Trawl Triennial","Metridium farcimen","Giant plumose anemone","Potentially Emerging","Preliminary trend - under review","Increasing",NA
"1229","West Coast","West Coast Bottom Trawl Triennial","Microgadus proximus","Pacific tomcod","Persistently Present",NA,NA,NA
"1230","West Coast","West Coast Bottom Trawl Triennial","Microstomus pacificus","Dover sole","Persistently Present",NA,"Increasing","Increasing"
"1231","West Coast","West Coast Bottom Trawl Triennial","Oncorhynchus tshawytscha","Chinook salmon","Persistently Present",NA,"Decreasing",NA
"1232","West Coast","West Coast Bottom Trawl Triennial","Ophiodon elongatus","Lingcod","Persistently Present",NA,"Increasing",NA
"1233","West Coast","West Coast Bottom Trawl Triennial","Ophiura sarsii","Notched brittle star","Potentially Emerging","Preliminary trend - under review","Increasing",NA
"1234","West Coast","West Coast Bottom Trawl Triennial","Pandalus dispar","Sidestripe shrimp","Persistently Present",NA,NA,NA
"1235","West Coast","West Coast Bottom Trawl Triennial","Pandalus jordani","Ocean shrimp","Persistently Present",NA,"Increasing",NA
"1236","West Coast","West Coast Bottom Trawl Triennial","Pandalus platyceros","Spot shrimp","Persistently Present",NA,NA,NA
"1237","West Coast","West Coast Bottom Trawl Triennial","Parophrys vetulus","English sole","Persistently Present",NA,NA,NA
"1238","West Coast","West Coast Bottom Trawl Triennial","Peprilus simillimus","Pacific pompano","Potentially Emerging",NA,NA,NA
"1239","West Coast","West Coast Bottom Trawl Triennial","Pleuronichthys decurrens","Curlfin sole","Persistently Present",NA,NA,NA
"1240","West Coast","West Coast Bottom Trawl Triennial","Porichthys notatus","Plainfin midshipman","Persistently Present",NA,NA,NA
"1241","West Coast","West Coast Bottom Trawl Triennial","Pseudarchaster parelii","Northern scarlet star","Potentially Emerging","Preliminary trend - under review",NA,NA
"1242","West Coast","West Coast Bottom Trawl Triennial","Pycnopodia helianthoides","Sunflower sea star","Potentially Emerging","Preliminary trend - under review","Increasing",NA
"1243","West Coast","West Coast Bottom Trawl Triennial","Rathbunaster californicus","California sun star","Potentially Emerging","Preliminary trend - under review","Increasing",NA
"1244","West Coast","West Coast Bottom Trawl Triennial","Rossia pacifica","Eastern pacific bobtail","Sporadic - Primarily Present",NA,"Increasing",NA
"1245","West Coast","West Coast Bottom Trawl Triennial","Sardinops sagax","Pacific sardine","Potentially Emerging","Preliminary trend - under review",NA,NA
"1246","West Coast","West Coast Bottom Trawl Triennial","Scomber japonicus","Chub mackerel","Sporadic - Primarily Present",NA,"Decreasing","Decreasing"
"1247","West Coast","West Coast Bottom Trawl Triennial","Sebastes alutus","Pacific ocean perch","Persistently Present",NA,NA,NA
"1248","West Coast","West Coast Bottom Trawl Triennial","Sebastes babcocki","Redbanded rockfish","Persistently Present",NA,NA,NA
"1249","West Coast","West Coast Bottom Trawl Triennial","Sebastes brevispinis","Silvergray rockfish","Persistently Present","Preliminary trend - under review",NA,NA
"1250","West Coast","West Coast Bottom Trawl Triennial","Sebastes crameri","Darkblotched rockfish","Persistently Present",NA,"Increasing",NA
"1251","West Coast","West Coast Bottom Trawl Triennial","Sebastes diploproa","Splitnose rockfish","Persistently Present",NA,NA,NA
"1252","West Coast","West Coast Bottom Trawl Triennial","Sebastes elongatus","Greenstriped rockfish","Persistently Present",NA,NA,NA
"1253","West Coast","West Coast Bottom Trawl Triennial","Sebastes entomelas","Widow rockfish","Persistently Present",NA,NA,NA
"1254","West Coast","West Coast Bottom Trawl Triennial","Sebastes flavidus","Yellowtail rockfish","Persistently Present",NA,NA,NA
"1255","West Coast","West Coast Bottom Trawl Triennial","Sebastes goodei","Chilipepper rockfish","Persistently Present",NA,NA,NA
"1256","West Coast","West Coast Bottom Trawl Triennial","Sebastes helvomaculatus","Rosethorn rockfish","Persistently Present",NA,NA,NA
"1257","West Coast","West Coast Bottom Trawl Triennial","Sebastes jordani","Shortbelly rockfish","Persistently Present",NA,NA,NA
"1258","West Coast","West Coast Bottom Trawl Triennial","Sebastes melanostictus and S. aleutianus","Blackspotted and rougheye rockfish","Persistently Present",NA,NA,NA
"1259","West Coast","West Coast Bottom Trawl Triennial","Sebastes paucispinis","Bocaccio","Persistently Present",NA,NA,NA
"1260","West Coast","West Coast Bottom Trawl Triennial","Sebastes pinniger","Canary rockfish","Persistently Present",NA,"Increasing",NA
"1261","West Coast","West Coast Bottom Trawl Triennial","Sebastes proriger","Redstripe rockfish","Persistently Present",NA,NA,NA
"1262","West Coast","West Coast Bottom Trawl Triennial","Sebastes ruberrimus","Yelloweye rockfish","Persistently Present",NA,NA,NA
"1263","West Coast","West Coast Bottom Trawl Triennial","Sebastes saxicola","Stripetail rockfish","Persistently Present",NA,"Decreasing",NA
"1264","West Coast","West Coast Bottom Trawl Triennial","Sebastes zacentrus","Sharpchin rockfish","Persistently Present",NA,NA,NA
"1265","West Coast","West Coast Bottom Trawl Triennial","Sebastolobus alascanus","Shortspine thornyhead","Persistently Present",NA,NA,NA
"1266","West Coast","West Coast Bottom Trawl Triennial","Squalus suckleyi","Pacific spiny dogfish","Persistently Present",NA,"Decreasing",NA
"1267","West Coast","West Coast Bottom Trawl Triennial","Strongylocentrotus fragilis","Fragile sea urchin","Potentially Emerging",NA,"Increasing","Increasing"
"1268","West Coast","West Coast Bottom Trawl Triennial","Stylasterias forreri","Velcro star","Potentially Emerging","Preliminary trend - under review","Increasing",NA
"1269","West Coast","West Coast Bottom Trawl Triennial","Tetronarce californica","Pacific electric ray","Persistently Present",NA,NA,NA
"1270","West Coast","West Coast Bottom Trawl Triennial","Thaleichthys pacificus","Eulachon","Persistently Present",NA,"Increasing",NA
"1271","West Coast","West Coast Bottom Trawl Triennial","Trachurus symmetricus","Jack mackerel","Persistently Present",NA,"Decreasing",NA
