survey_name,accepted_name,common,kingdom,phylum,class,order,family,genus,rank,worms_id,SpecCode,filtercat,,,,,,,
Stenopus,Stenopus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,Genus,107066,NA,remove,,,,,,,
Stenopus hispidus,Stenopus hispidus,Banded coral shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,Species,210370,NA,Species,,,,,,,
Stenopus scutellatus,Stenopus scutellatus,Yellowbanded coral shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,Species,421664,NA,Species,,,,,,,
Stenorhynchus,Stenorhynchus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Stenorhynchus,Genus,106914,NA,remove,,,,,,,
Stenorhynchus seticornis,Stenorhynchus seticornis,Yellowline arrow crab,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Stenorhynchus,Species,421957,NA,Species,,,,,,,
Stenorhynchus yangi,Stenorhynchus yangi,Red arrow crab,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Stenorhynchus,Species,421958,NA,Species,,,,,,,
Stenothoidae,Stenothoidae,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,NA,Family,101409,NA,remove,,,,,,,
Stenotomus,Stenotomus,Porgies,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Stenotomus,Genus,159809,NA,remove,,,,,,,
Stenotomus caprinus,Stenotomus caprinus,Longspine porgy,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Stenotomus,Species,159810,1234,Species,,,,,,,
Stenotomus chrysops,Stenotomus chrysops,Scup,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Stenotomus,Species,159811,452,Species,,,,,,,
Stephanasterias albula,Stephanasterias albula,Odd rayed star,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stephanasterias,Species,123808,NA,Species,,,,,,,
Stephanolepis,Stephanolepis,NA,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Stephanolepis,Genus,126236,NA,remove,,,,,,,
Monacanthus hispidus,Stephanolepis hispida,Planehead filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Stephanolepis,Species,307126,4281,Species,,,,,,,
Stephanolepis hispida,Stephanolepis hispida,Planehead filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Stephanolepis,Species,307126,4281,Species,,,,,,,
Monacanthus setifer,Stephanolepis setifer,Pygmy filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Stephanolepis,Species,159500,1195,Species,,,,,,,
Stephanolepis setifer,Stephanolepis setifer,Pygmy filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Stephanolepis,Species,159500,1195,Species,,,,,,,
Stereolepis gigas,Stereolepis gigas,Black pacific jewfish,Animalia,Chordata,Teleostei,Acropomatiformes,Stereolepididae,Stereolepis,Species,282884,NA,Species,,,,,,,
Polycheles sculptus,Stereomastis sculpta,Flatback blind lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Polycheles,Species,107700,NA,Species,,,,,,,
Sternoptychidae,Sternoptychidae,Hatchetfish unid.,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,NA,Family,125603,NA,remove,,,,,,,
Sternoptyx,Sternoptyx,NA,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Sternoptyx,Genus,126199,NA,remove,,,,,,,
Sternoptyx diaphana,Sternoptyx diaphana,Diaphanous hatchet fish,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Sternoptyx,Species,127314,7389,Species,,,,,,,
Stichaeidae,Stichaeidae,Pricklebacks,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,NA,Family,125566,NA,remove,,,,,,,
Stichaeus punctatus,Stichaeus punctatus,Arctic shanny,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Stichaeus,Species,159819,3795,Species,,,,,,,
Stichopathes,Stichopathes,NA,Animalia,Cnidaria,Hexacorallia,Antipatharia,Antipathidae,Stichopathes,Genus,103308,NA,remove,,,,,,,
Cirrhipathes leutkeni,Stichopathes luetkeni,Black wire coral,Animalia,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,Species,1287835,NA,Species,,,,,,,
Stichopathes lutkeni,Stichopathes luetkeni,Black wire coral,Animalia,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,Species,1287835,NA,Species,,,,,,,
Stichopathes luetkeni,Stichopathes luetkeni,Black wire coral,Animalia,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,Species,1287835,NA,Species,,,,,,,
Stichopodidae,Stichopodidae,NA,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,NA,Family,123184,NA,remove,,,,,,,
Stichopus,Stichopus,NA,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Stichopus,Genus,123459,NA,remove,,,,,,,
Histioteuthis dofleini,Stigmatoteuthis dofleini,North pacific flowervase jewel squid,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Stigmatoteuthis,Species,410402,NA,Species,,,,,,,
Stigmatoteuthis dofleini,Stigmatoteuthis dofleini,North pacific flowervase jewel squid,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Stigmatoteuthis,Species,410402,NA,Species,,,,,,,
Histioteuthis hoylei,Stigmatoteuthis hoylei,South pacific flowervase jewel squid,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Species,410403,NA,Species,,,,,,,
Stigmatoteuthis hoylei,Stigmatoteuthis hoylei,South pacific flowervase jewel squid,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Species,410403,NA,Species,,,,,,,
Stoloteuthis leucoptera,Stoloteuthis leucoptera,Butterfly bob tail,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Stoloteuthis,Species,157037,NA,Species,,,,,,,
Stomatopoda,Stomatopoda,Mantis shrimp,Animalia,Arthropoda,Malacostraca,Stomatopoda,NA,NA,Order,14355,NA,remove,,,,,,,
Stomias atriventer,Stomias atriventer,Black-belly dragonfish,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Stomias,Species,275178,5155,Species,,,,,,,
Stomias boa,Stomias boa,Boa dragonfish,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Stomias,Species,127374,1806,Species,,,,,,,
Stomiidae,Stomiidae,NA,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,NA,Family,125604,NA,remove,,,,,,,
Stomiiformes,Stomiiformes,NA,Animalia,Chordata,Teleostei,Stomiiformes,NA,NA,Order,10306,NA,remove,,,,,,,
Stomolophus meleagris,Stomolophus meleagris,Cannonball jellyfish,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Stomolophidae,Stomolophus,Species,291140,NA,Species,,,,,,,
Stomozoa gigantea,Stomozoa gigantea,NA,Animalia,Chordata,Ascidiacea,Aplousobranchia,Stomozoidae,Stomozoa,Species,488025,NA,Species,,,,,,,
Stomphia,Stomphia,NA,Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia,Genus,100716,NA,remove,,,,,,,
Stomphia sp.,Stomphia,NA,Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia,Genus,100716,NA,remove,,,,,,,
Stomphia coccinea,Stomphia coccinea,Swimming anemone,Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia,Species,100854,NA,Species,,,,,,,
Stomphia didemon,Stomphia didemon,Cowardly anemone,Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia,Species,283473,NA,Species,,,,,,,
Stramonita canaliculata,Stramonita canaliculata,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Species,397112,NA,Species,,,,,,,
Stramonita haemastoma,Stramonita haemastoma,Red mouthed rock shell,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Species,140417,NA,Species,,,,,,,
Thais haemastoma,Stramonita haemastoma,Red mouthed rock shell,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Species,140417,NA,Species,,,,,,,
Stromateidae,Stromateidae,NA,Animalia,Chordata,Teleostei,Scombriformes,Stromateidae,NA,Family,125567,NA,remove,,,,,,,
Strombus alatus,Strombus alatus,Florida fighting conch,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Strombus,Species,419694,NA,Species,,,,,,,
Allocentrotus,Strongylocentrotus,NA,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Genus,123390,NA,remove,,,,,,,
Strongylocentrotus,Strongylocentrotus,NA,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Genus,123390,NA,remove,,,,,,,
Strongylocentrotus sp.,Strongylocentrotus,NA,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Genus,123390,NA,remove,,,,,,,
Allocentrotus sp.,Strongylocentrotus,NA,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Genus,123390,NA,remove,,,,,,,
Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis,Green sea urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,124321,NA,Species,,,,,,,
Allocentrotus fragilis,Strongylocentrotus fragilis,Fragile sea urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,569742,NA,Species,,,,,,,
Strongylocentrotus cf. fragilis,Strongylocentrotus fragilis,Fragile sea urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,569742,NA,Species,,,,,,,
Strongylocentrotus fragilis,Strongylocentrotus fragilis,Fragile sea urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,569742,NA,Species,,,,,,,
Strongylocentrotus pallidus,Strongylocentrotus pallidus,Pale urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,124324,NA,Species,,,,,,,
Strongylocentrotus polyacanthus,Strongylocentrotus polyacanthus,NA,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,423782,NA,Species,,,,,,,
Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,Purple urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,240747,NA,Species,,,,,,,
Strongylocentrotus sp. A,Strongylocentrotus sp. A,NA,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Strongylocentrotus sp. B,Strongylocentrotus sp. B,NA,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Strongylura,Strongylura,Needlefishes,Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Strongylura,Genus,159253,NA,remove,,,,,,,
Strongylura marina,Strongylura marina,Atlantic needlefish,Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Strongylura,Species,159256,974,Species,,,,,,,
Styela,Styela,NA,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Genus,103543,NA,remove,,,,,,,
Styela sp.,Styela,NA,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Genus,103543,NA,remove,,,,,,,
Styela plicata,Styela plicata,Pleated sea squirt,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Species,103936,NA,Species,,,,,,,
Styela rustica,Styela rustica,Sea potato,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Species,103937,NA,Species,,,,,,,
Styela sp. A (Clark 2006),Styela sp. A (Clark 2006),Aleutian long-stalked tunicate,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Styela sp. B (Clark 2006),Styela sp. B (Clark 2006),hexagonal tunicate,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Styelidae,Styelidae,NA,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,NA,Family,103450,NA,remove,,,,,,,
Stylaster,Stylaster,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Genus,117246,NA,remove,,,,,,,
Stylaster sp.,Stylaster,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Genus,117246,NA,remove,,,,,,,
Stylaster alaskanus,Stylaster alaskanus,Alaskan hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,285846,NA,Species,,,,,,,
Stylaster cancellatus,Stylaster alaskanus,Alaskan hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,285846,NA,Species,,,,,,,
Stylaster brochi,Stylaster brochi,Rough orange hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,285858,NA,Species,,,,,,,
Stylaster campylecus,Stylaster campylecus,White branching hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,346433,NA,Species,,,,,,,
Stylaster moseleyana,Stylaster campylecus,White branching hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,346433,NA,Species,,,,,,,
Stylaster polyorchis,Stylaster campylecus,White branching hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,346433,NA,Species,,,,,,,
Stylaster crassiseptum,Stylaster crassiseptum,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,592254,NA,Species,,,,,,,
Stylaster elassotomus,Stylaster elassotomus,Smooth tube hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,285874,NA,Species,,,,,,,
Stylaster parageus,Stylaster parageus,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,592250,NA,Species,,,,,,,
Stylaster repandus,Stylaster repandus,Undulate hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,592243,NA,Species,,,,,,,
Stylaster stejnegeri,Stylaster stejnegeri,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,285910,NA,Species,,,,,,,
Stylaster trachystomus,Stylaster trachystomus,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,592249,NA,Species,,,,,,,
Stylaster venustus,Stylaster venustus,Fuchsia lace hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,285914,NA,Species,,,,,,,
Stylaster verrilli,Stylaster verrillii,Pink branching lace hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,285915,NA,Species,,,,,,,
Stylaster verrillii,Stylaster verrillii,Pink branching lace hydrocoral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Species,285915,NA,Species,,,,,,,
Stylasterias,Stylasterias,NA,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,Genus,146049,NA,remove,,,,,,,
Stylasterias sp.,Stylasterias,NA,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,Genus,146049,NA,remove,,,,,,,
Stylasterias forreri,Stylasterias forreri,Velcro star,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,Species,255062,NA,Species,,,,,,,
Stylasteridae,Stylasteridae,Lace corals,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,NA,Family,22805,NA,remove,,,,,,,
Stylasterina,Stylasteridae,Lace corals,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,NA,Family,22805,NA,remove,,,,,,,
Stylatula,Stylatula,slender seawhips,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Stylatula,Genus,128502,NA,remove,,,,,,,
Stylatula sp.,Stylatula,slender seawhips,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Stylatula,Genus,128502,NA,remove,,,,,,,
Stylatula antillarum,Stylatula antillarum,NA,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Stylatula,Species,286690,NA,Species,,,,,,,
Stylatula gracile,Stylatula gracilis,Roughstem seawhip,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Stylatula,Species,1393629,NA,Species,,,,,,,
Stylatula gracilis,Stylatula gracilis,Roughstem seawhip,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Stylatula,Species,1393629,NA,Species,,,,,,,
Stylissa,Stylissa,NA,Animalia,Porifera,Demospongiae,Scopalinida,Scopalinidae,Stylissa,Genus,131781,NA,remove,,,,,,,
Stylocidaris affinis,Stylocidaris affinis,Pencil urchin,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Stylocidaris,Species,124268,NA,Species,,,,,,,
Stylocordyla,Stylocordyla,lollypop sponge,Animalia,Porifera,Demospongiae,Suberitida,Stylocordylidae,Stylocordyla,Genus,132063,NA,remove,,,,,,,
Stylocordyla sp.,Stylocordyla,lollypop sponge,Animalia,Porifera,Demospongiae,Suberitida,Stylocordylidae,Stylocordyla,Genus,132063,NA,remove,,,,,,,
Stylocordyla borealis,Stylocordyla borealis,Boreal horny sponge,Animalia,Porifera,Demospongiae,Suberitida,Stylocordylidae,Stylocordyla,Species,134240,NA,Species,,,,,,,
Stylocordyla eous,Stylocordyla borealis eous,NA,Animalia,Porifera,Demospongiae,Suberitida,Stylocordylidae,Stylocordyla,subSpecies,170722,NA,subSpecies,,,,,,,
Stylocordyla borealis eous,Stylocordyla borealis eous,NA,Animalia,Porifera,Demospongiae,Suberitida,Stylocordylidae,Stylocordyla,subSpecies,170722,NA,subSpecies,,,,,,,
Suberites,Suberites,NA,Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,Genus,132072,NA,remove,,,,,,,
Suberites sp.,Suberites,NA,Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,Genus,132072,NA,remove,,,,,,,
Suberites domuncula,Suberites domuncula,Sea orange,Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,Species,134282,NA,Species,,,,,,,
Suberites ficus,Suberites ficus,Fig sponge,Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,Species,134285,NA,Species,,,,,,,
Suberites montalbidus,Suberites montalbidus,Stinky sponge,Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,Species,134297,NA,Species,,,,,,,
Suberites montiniger,Suberites montiniger,peach sponge,NA,NA,NA,NA,NA,NA,Species,134298,NA,Species,,,,,,,
Suberites sp. A (Clark 2006),Suberites sp. A (Clark 2006),wax sponge,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Sulcosinus taphrius,Sulcosinus taphrium,Sulcated whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Sulcosinus,Species,833966,NA,Species,,,,,,,
Sulcosinus taphrium,Sulcosinus taphrium,Sulcated whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Sulcosinus,Species,833966,NA,Species,,,,,,,
Swiftia,Swiftia,NA,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Plexauridae,Swiftia,Genus,125314,NA,remove,,,,,,,
Swiftia sp.,Swiftia,NA,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Plexauridae,Swiftia,Genus,125314,NA,remove,,,,,,,
Syacium,Syacium,NA,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Syacium,Genus,158875,NA,remove,,,,,,,
Syacium gunteri,Syacium gunteri,Shoal flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Syacium,Species,275839,4231,Species,,,,,,,
Syacium micrurum,Syacium micrurum,Channel flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Syacium,Species,158877,4232,Species,,,,,,,
Syacium papillosum,Syacium papillosum,Dusky flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Syacium,Species,158878,4233,Species,,,,,,,
Sycon compactum,Sycon compactum,Betrothed calcareous sponge,Animalia,Porifera,Calcarea,Leucosolenida,Syconidae,Sycon,Species,164569,NA,Species,,,,,,,
Symbolophorus californiensis,Symbolophorus californiensis,Bigfin lanternfish,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Symbolophorus,Species,272733,5351,Species,,,,,,,
Symethis variolosa,Symethis variolosa,Eroded frog crab,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Symethis,Species,421904,NA,Species,,,,,,,
Symphurus,Symphurus,NA,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Genus,126113,NA,remove,,,,,,,
Symphurus sp,Symphurus,NA,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Genus,126113,NA,remove,,,,,,,
Symphurus atricauda,Symphurus atricauda,California tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,305635,4262,Species,,,,,,,
Symphurus civitatum,Symphurus civitatum,Offshore tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,305637,4263,Species,,,,,,,
Symphurus civitatus,Symphurus civitatum,Offshore tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,305637,4263,Species,,,,,,,
Symphurus civitatium,Symphurus civitatum,Offshore tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,305637,4263,Species,,,,,,,
Symphurus diomedianus,Symphurus diomedeanus,Spottedfin tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,159358,1018,Species,,,,,,,
Symphurus diomedeanus,Symphurus diomedeanus,Spottedfin tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,159358,1018,Species,,,,,,,
Symphurus marginatus,Symphurus marginatus,Margined tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,159359,47499,Species,,,,,,,
Symphurus minor,Symphurus minor,Largescale tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,159360,4264,Species,,,,,,,
Symphurus parvus,Symphurus parvus,Pygmy tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,159362,4266,Species,,,,,,,
Symphurus pelicanus,Symphurus pelicanus,Longtail tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,274267,4267,Species,,,,,,,
Symphurus plagiusa,Symphurus plagiusa,Blackcheek tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,159363,1019,Species,,,,,,,
Symphurus pusillus,Symphurus pusillus,Northern tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,159364,4269,Species,,,,,,,
Symphurus urospilus,Symphurus urospilus,Spottail tonguefish,Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,Species,274281,4270,Species,,,,,,,
Synagrops,Synagrops,NA,Animalia,Chordata,Teleostei,Acropomatiformes,Acropomatidae,Synagrops,Genus,159583,NA,remove,,,,,,,
Synagrops bella,Synagrops bellus,Blackmouth bass,Animalia,Chordata,Teleostei,Acropomatiformes,Acropomatidae,Synagrops,Species,159584,3311,Species,,,,,,,
